nbr_can_id,var_can_nombre,var_can_status,nbr_pro_id
3734,Distrito Metropolitano de Quito,En vigencia,3734
3735,Distrito Metropolitano de Quito,En vigencia,3735
3736,Distrito Metropolitano de Quito,En vigencia,3736
3737,Distrito Metropolitano de Quito,En vigencia,3737
3738,Distrito Metropolitano de Quito,En vigencia,3738
3739,Distrito Metropolitano de Quito,En vigencia,3739
3740,Distrito Metropolitano de Quito,En vigencia,3740
3741,Distrito Metropolitano de Quito,En vigencia,3741
3742,Pedro Moncayo,En vigencia,3742
3743,Distrito Metropolitano de Quito,En vigencia,3743
3744,Cayambe,En vigencia,3744
3745,Distrito Metropolitano de Quito,En vigencia,3745
3746,Distrito Metropolitano de Quito,En vigencia,3746
3747,Distrito Metropolitano de Quito,En vigencia,3747
3748,Distrito Metropolitano de Quito,En vigencia,3748
3749,Distrito Metropolitano de Quito,En vigencia,3749
3750,Distrito Metropolitano de Quito,En vigencia,3750
3751,Distrito Metropolitano de Quito,En vigencia,3751
3752,Distrito Metropolitano de Quito,En vigencia,3752
3753,Mejia,En vigencia,3753
3754,San Miguel de los Bancos,En vigencia,3754
3755,Distrito Metropolitano de Quito,En vigencia,3755
3756,Cayambe,En vigencia,3756
3757,Rumiñahui,En vigencia,3757
3758,San Miguel de los Bancos,En vigencia,3758
3759,Distrito Metropolitano de Quito,En vigencia,3759
3760,Distrito Metropolitano de Quito,En vigencia,3760
3761,Cayambe,En vigencia,3761
3762,Distrito Metropolitano de Quito,No existe,3762
3763,Puerto Quito,En vigencia,3763
3764,Pedro Moncayo,En vigencia,3764
3765,Pedro Vicente Maldonado,En vigencia,3765
3766,Distrito Metropolitano de Quito,En vigencia,3766
3767,Pedro Vicente Maldonado,En vigencia,3767
3768,Cayambe,En vigencia,3768
3769,Distrito Metropolitano de Quito,En vigencia,3769
3770,Distrito Metropolitano de Quito,En vigencia,3770
3771,Distrito Metropolitano de Quito,En vigencia,3771
3772,Mejia,En vigencia,3772
3773,Distrito Metropolitano de Quito,En vigencia,3773
3774,Distrito Metropolitano de Quito,En vigencia,3774
3775,Distrito Metropolitano de Quito,En vigencia,3775
3776,Mejia,En vigencia,3776
3777,Cayambe,En vigencia,3777
3778,Distrito Metropolitano de Quito,En vigencia,3778
3779,Distrito Metropolitano de Quito,En vigencia,3779
3780,Distrito Metropolitano de Quito,En vigencia,3780
3781,Distrito Metropolitano de Quito,No existe,3781
3782,Pedro Moncayo,En vigencia,3782
3783,Cayambe,En vigencia,3783
3784,Pedro Vicente Maldonado,En vigencia,3784
3785,Distrito Metropolitano de Quito,En vigencia,3785
3786,Distrito Metropolitano de Quito,En vigencia,3786
3787,Distrito Metropolitano de Quito,En vigencia,3787
3788,Mejia,En vigencia,3788
3789,Distrito Metropolitano de Quito,En vigencia,3789
3790,Distrito Metropolitano de Quito,En vigencia,3790
3791,Distrito Metropolitano de Quito,En vigencia,3791
3792,Distrito Metropolitano de Quito,En vigencia,3792
3793,Distrito Metropolitano de Quito,En vigencia,3793
3794,Distrito Metropolitano de Quito,En vigencia,3794
3795,Distrito Metropolitano de Quito,En vigencia,3795
3796,Distrito Metropolitano de Quito,En vigencia,3796
3797,Distrito Metropolitano de Quito,En vigencia,3797
3798,Distrito Metropolitano de Quito,En vigencia,3798
3799,Distrito Metropolitano de Quito,En vigencia,3799
3800,Distrito Metropolitano de Quito,En vigencia,3800
3801,Distrito Metropolitano de Quito,En vigencia,3801
3802,Distrito Metropolitano de Quito,En vigencia,3802
3803,Distrito Metropolitano de Quito,En vigencia,3803
3804,Puerto Quito,En vigencia,3804
3805,Distrito Metropolitano de Quito,No existe,3805
3806,Mejia,En vigencia,3806
3807,Distrito Metropolitano de Quito,En vigencia,3807
3808,Puerto Quito,En vigencia,3808
3809,Distrito Metropolitano de Quito,En vigencia,3809
3810,Puerto Quito,En vigencia,3810
3811,Distrito Metropolitano de Quito,En vigencia,3811
3812,Distrito Metropolitano de Quito,En vigencia,3812
3813,Pedro Moncayo,En vigencia,3813
3814,Cayambe,En vigencia,3814
3815,Distrito Metropolitano de Quito,En vigencia,3815
3816,Rumiñahui,En vigencia,3816
3817,Distrito Metropolitano de Quito,En vigencia,3817
3818,Rumiñahui,En vigencia,3818
3819,Distrito Metropolitano de Quito,En vigencia,3819
3820,Distrito Metropolitano de Quito,En vigencia,3820
3821,Pedro Moncayo,En vigencia,3821
3822,Distrito Metropolitano de Quito,En vigencia,3822
3823,Distrito Metropolitano de Quito,En vigencia,3823
3824,Distrito Metropolitano de Quito,En vigencia,3824
3825,Distrito Metropolitano de Quito,En vigencia,3825
3826,Mejia,En vigencia,3826
3827,Distrito Metropolitano de Quito,En vigencia,3827
3828,Distrito Metropolitano de Quito,En vigencia,3828
3829,Distrito Metropolitano de Quito,En vigencia,3829
3830,Mejia,En vigencia,3830
3831,Distrito Metropolitano de Quito,En vigencia,3831
3832,San Miguel de los Bancos,En vigencia,3832
3833,Rumiñahui,En vigencia,3833
3834,Distrito Metropolitano de Quito,En vigencia,3834
3835,Distrito Metropolitano de Quito,En vigencia,3835
3836,Distrito Metropolitano de Quito,En vigencia,3836
3837,Puerto Quito,En vigencia,3837
3838,Distrito Metropolitano de Quito,En vigencia,3838
3839,Distrito Metropolitano de Quito,En vigencia,3839
3840,Distrito Metropolitano de Quito,En vigencia,3840
3841,Distrito Metropolitano de Quito,En vigencia,3841
3842,Distrito Metropolitano de Quito,En vigencia,3842
3843,Distrito Metropolitano de Quito,En vigencia,3843
3844,Rumiñahui,En vigencia,3844
3845,Distrito Metropolitano de Quito,En vigencia,3845
3846,Distrito Metropolitano de Quito,En vigencia,3846
3847,Puerto Quito,En vigencia,3847
3848,Distrito Metropolitano de Quito,En vigencia,3848
3849,Distrito Metropolitano de Quito,En vigencia,3849
3850,Distrito Metropolitano de Quito,En vigencia,3850
3851,Distrito Metropolitano de Quito,En vigencia,3851
3852,Rumiñahui,En vigencia,3852
3853,Mejia,En vigencia,3853
3854,Distrito Metropolitano de Quito,En vigencia,3854
3855,Distrito Metropolitano de Quito,En vigencia,3855
3856,Pedro Moncayo,En vigencia,3856
3857,Distrito Metropolitano de Quito,En vigencia,3857
3858,Cayambe,En vigencia,3858
3859,Distrito Metropolitano de Quito,En vigencia,3859
3860,Cayambe,En vigencia,3860
3861,Distrito Metropolitano de Quito,No existe,3861
3862,San Miguel de los Bancos,En vigencia,3862
3863,Distrito Metropolitano de Quito,En vigencia,3863
3864,Distrito Metropolitano de Quito,En vigencia,3864
3865,Distrito Metropolitano de Quito,En vigencia,3865
3866,Distrito Metropolitano de Quito,En vigencia,3866
3867,Puerto Quito,En vigencia,3867
3868,Cayambe,En vigencia,3868
3869,Puerto Quito,En vigencia,3869
3870,Distrito Metropolitano de Quito,En vigencia,3870
3871,Puerto Quito,En vigencia,3871
3872,Pedro Vicente Maldonado,En vigencia,3872
3873,Distrito Metropolitano de Quito,En vigencia,3873
3874,San Miguel de los Bancos,No existe,3874
3875,Distrito Metropolitano de Quito,En vigencia,3875
3876,Cayambe,En vigencia,3876
3877,Distrito Metropolitano de Quito,En vigencia,3877
3878,San Miguel de los Bancos,No existe,3878
3879,Distrito Metropolitano de Quito,En vigencia,3879
3880,Distrito Metropolitano de Quito,En vigencia,3880
3881,Distrito Metropolitano de Quito,En vigencia,3881
3882,Distrito Metropolitano de Quito,En vigencia,3882
3883,Distrito Metropolitano de Quito,En vigencia,3883
3884,San Miguel de los Bancos,En vigencia,3884
3885,Distrito Metropolitano de Quito,En vigencia,3885
3886,Cayambe,En vigencia,3886
3887,Cayambe,En vigencia,3887
3888,Pedro Vicente Maldonado,En vigencia,3888
3889,Puerto Quito,En vigencia,3889
3890,Distrito Metropolitano de Quito,En vigencia,3890
3891,San Miguel de los Bancos,En vigencia,3891
3892,Distrito Metropolitano de Quito,En vigencia,3892
3893,Distrito Metropolitano de Quito,En vigencia,3893
3894,Cayambe,En vigencia,3894
3895,Distrito Metropolitano de Quito,En vigencia,3895
3896,Distrito Metropolitano de Quito,En vigencia,3896
3897,Distrito Metropolitano de Quito,En vigencia,3897
3898,Distrito Metropolitano de Quito,En vigencia,3898
3899,Mejia,En vigencia,3899
3900,Distrito Metropolitano de Quito,En vigencia,3900
3901,Pedro Vicente Maldonado,En vigencia,3901
3902,Distrito Metropolitano de Quito,En vigencia,3902
3903,Distrito Metropolitano de Quito,En vigencia,3903
3904,Distrito Metropolitano de Quito,En vigencia,3904
3905,Distrito Metropolitano de Quito,En vigencia,3905
3906,Distrito Metropolitano de Quito,En vigencia,3906
3907,Distrito Metropolitano de Quito,En vigencia,3907
3908,Distrito Metropolitano de Quito,En vigencia,3908
3909,Puerto Quito,En vigencia,3909
3910,Rumiñahui,En vigencia,3910
3911,Distrito Metropolitano de Quito,En vigencia,3911
3912,Distrito Metropolitano de Quito,En vigencia,3912
3913,Distrito Metropolitano de Quito,En vigencia,3913
3914,Puerto Quito,En vigencia,3914
3915,Puerto Quito,En vigencia,3915
3916,Distrito Metropolitano de Quito,En vigencia,3916
3917,Distrito Metropolitano de Quito,En vigencia,3917
3918,Distrito Metropolitano de Quito,En vigencia,3918
3919,Distrito Metropolitano de Quito,En vigencia,3919
3920,Cayambe,En vigencia,3920
3921,Mejia,En vigencia,3921
3922,Distrito Metropolitano de Quito,En vigencia,3922
3923,Distrito Metropolitano de Quito,En vigencia,3923
3924,Pedro Vicente Maldonado,En vigencia,3924
3925,Distrito Metropolitano de Quito,En vigencia,3925
3926,Distrito Metropolitano de Quito,En vigencia,3926
3927,Distrito Metropolitano de Quito,En vigencia,3927
3928,Distrito Metropolitano de Quito,En vigencia,3928
3929,Distrito Metropolitano de Quito,En vigencia,3929
3930,Distrito Metropolitano de Quito,En vigencia,3930
3931,Puerto Quito,En vigencia,3931
3932,Pedro Vicente Maldonado,En vigencia,3932
3933,Mejia,En vigencia,3933
3934,Pedro Moncayo,En vigencia,3934
3935,Distrito Metropolitano de Quito,En vigencia,3935
3936,Cayambe,En vigencia,3936
3937,Distrito Metropolitano de Quito,En vigencia,3937
3938,Distrito Metropolitano de Quito,En vigencia,3938
3939,San Miguel de los Bancos,En vigencia,3939
3940,Distrito Metropolitano de Quito,En vigencia,3940
3941,Distrito Metropolitano de Quito,En vigencia,3941
3942,Distrito Metropolitano de Quito,En vigencia,3942
3943,Pedro Vicente Maldonado,En vigencia,3943
3944,Distrito Metropolitano de Quito,En vigencia,3944
3945,Rumiñahui,En vigencia,3945
3946,Puerto Quito,En vigencia,3946
3947,Distrito Metropolitano de Quito,En vigencia,3947
3948,Distrito Metropolitano de Quito,En vigencia,3948
3949,Pedro Moncayo,En vigencia,3949
3950,Distrito Metropolitano de Quito,En vigencia,3950
3951,Distrito Metropolitano de Quito,En vigencia,3951
3952,Pedro Moncayo,En vigencia,3952
3953,Distrito Metropolitano de Quito,En vigencia,3953
3954,Distrito Metropolitano de Quito,En vigencia,3954
3955,Distrito Metropolitano de Quito,En vigencia,3955
3956,Pedro Vicente Maldonado,En vigencia,3956
3957,Distrito Metropolitano de Quito,En vigencia,3957
3958,Distrito Metropolitano de Quito,En vigencia,3958
3959,Distrito Metropolitano de Quito,En vigencia,3959
3960,Distrito Metropolitano de Quito,En vigencia,3960
3961,Distrito Metropolitano de Quito,En vigencia,3961
3962,Distrito Metropolitano de Quito,En vigencia,3962
3963,Distrito Metropolitano de Quito,En vigencia,3963
3964,Mejia,En vigencia,3964
3965,Distrito Metropolitano de Quito,En vigencia,3965
3966,Distrito Metropolitano de Quito,En vigencia,3966
3967,Distrito Metropolitano de Quito,En vigencia,3967
3968,Distrito Metropolitano de Quito,En vigencia,3968
3969,Distrito Metropolitano de Quito,En vigencia,3969
3970,Cayambe,En vigencia,3970
3971,Distrito Metropolitano de Quito,En vigencia,3971
3972,Distrito Metropolitano de Quito,En vigencia,3972
3973,Distrito Metropolitano de Quito,En vigencia,3973
3974,Pedro Vicente Maldonado,En vigencia,3974
3975,Mejia,En vigencia,3975
3976,Distrito Metropolitano de Quito,En vigencia,3976
3977,Distrito Metropolitano de Quito,En vigencia,3977
3978,Distrito Metropolitano de Quito,En vigencia,3978
3979,Distrito Metropolitano de Quito,En vigencia,3979
3980,Distrito Metropolitano de Quito,En vigencia,3980
3981,Puerto Quito,En vigencia,3981
3982,Distrito Metropolitano de Quito,No existe,3982
3983,Rumiñahui,En vigencia,3983
3984,Rumiñahui,En vigencia,3984
3985,Distrito Metropolitano de Quito,No existe,3985
3986,Distrito Metropolitano de Quito,En vigencia,3986
3987,Pedro Vicente Maldonado,En vigencia,3987
3988,Distrito Metropolitano de Quito,En vigencia,3988
3989,San Miguel de los Bancos,En vigencia,3989
3990,Distrito Metropolitano de Quito,En vigencia,3990
3991,Distrito Metropolitano de Quito,En vigencia,3991
3992,Distrito Metropolitano de Quito,En vigencia,3992
3993,Distrito Metropolitano de Quito,En vigencia,3993
3994,Distrito Metropolitano de Quito,En vigencia,3994
3995,Distrito Metropolitano de Quito,En vigencia,3995
3996,Distrito Metropolitano de Quito,En vigencia,3996
3997,Distrito Metropolitano de Quito,En vigencia,3997
3998,Pedro Moncayo,En vigencia,3998
3999,Distrito Metropolitano de Quito,En vigencia,3999
4000,Distrito Metropolitano de Quito,En vigencia,4000
4001,Distrito Metropolitano de Quito,En vigencia,4001
4002,Distrito Metropolitano de Quito,En vigencia,4002
4003,Cayambe,En vigencia,4003
4004,Distrito Metropolitano de Quito,No existe,4004
4005,Distrito Metropolitano de Quito,En vigencia,4005
4006,Distrito Metropolitano de Quito,En vigencia,4006
4007,Pedro Moncayo,En vigencia,4007
4008,Cayambe,En vigencia,4008
4009,Distrito Metropolitano de Quito,En vigencia,4009
4010,Distrito Metropolitano de Quito,En vigencia,4010
4011,Rumiñahui,En vigencia,4011
4012,San Miguel de los Bancos,En vigencia,4012
4013,Distrito Metropolitano de Quito,En vigencia,4013
4014,Distrito Metropolitano de Quito,En vigencia,4014
4015,Distrito Metropolitano de Quito,En vigencia,4015
4016,San Miguel de los Bancos,En vigencia,4016
4017,Distrito Metropolitano de Quito,En vigencia,4017
4018,Puerto Quito,En vigencia,4018
4019,Mejia,En vigencia,4019
4020,Distrito Metropolitano de Quito,En vigencia,4020
4021,Distrito Metropolitano de Quito,En vigencia,4021
4022,Puerto Quito,En vigencia,4022
4023,Pedro Moncayo,En vigencia,4023
4024,Distrito Metropolitano de Quito,En vigencia,4024
4025,Cayambe,En vigencia,4025
4026,Distrito Metropolitano de Quito,En vigencia,4026
4027,Distrito Metropolitano de Quito,En vigencia,4027
4028,Distrito Metropolitano de Quito,En vigencia,4028
4029,Distrito Metropolitano de Quito,En vigencia,4029
4030,Distrito Metropolitano de Quito,En vigencia,4030
4031,Pedro Moncayo,En vigencia,4031
4032,Pedro Vicente Maldonado,En vigencia,4032
4033,Distrito Metropolitano de Quito,En vigencia,4033
4034,Distrito Metropolitano de Quito,En vigencia,4034
4035,Distrito Metropolitano de Quito,En vigencia,4035
4036,Rumiñahui,En vigencia,4036
4037,Distrito Metropolitano de Quito,En vigencia,4037
4038,Pedro Vicente Maldonado,En vigencia,4038
4039,Pedro Vicente Maldonado,En vigencia,4039
4040,Distrito Metropolitano de Quito,En vigencia,4040
4041,Puerto Quito,En vigencia,4041
4042,Cayambe,En vigencia,4042
4043,Distrito Metropolitano de Quito,En vigencia,4043
4044,Distrito Metropolitano de Quito,En vigencia,4044
4045,Rumiñahui,En vigencia,4045
4046,Puerto Quito,En vigencia,4046
4047,Rumiñahui,En vigencia,4047
4048,Distrito Metropolitano de Quito,En vigencia,4048
4049,Cayambe,En vigencia,4049
4050,Distrito Metropolitano de Quito,En vigencia,4050
4051,Distrito Metropolitano de Quito,En vigencia,4051
4052,Mejia,En vigencia,4052
4053,Distrito Metropolitano de Quito,En vigencia,4053
4054,Puerto Quito,En vigencia,4054
4055,Pedro Moncayo,En vigencia,4055
4056,Puerto Quito,En vigencia,4056
4057,San Miguel de los Bancos,En vigencia,4057
4058,Rumiñahui,En vigencia,4058
4059,Distrito Metropolitano de Quito,En vigencia,4059
4060,Distrito Metropolitano de Quito,En vigencia,4060
4061,Distrito Metropolitano de Quito,En vigencia,4061
4062,Cayambe,En vigencia,4062
4063,Puerto Quito,En vigencia,4063
4064,Pedro Moncayo,En vigencia,4064
4065,Distrito Metropolitano de Quito,En vigencia,4065
4066,Distrito Metropolitano de Quito,En vigencia,4066
4067,Puerto Quito,En vigencia,4067
4068,Distrito Metropolitano de Quito,En vigencia,4068
4069,Distrito Metropolitano de Quito,En vigencia,4069
4070,Distrito Metropolitano de Quito,En vigencia,4070
4071,Distrito Metropolitano de Quito,En vigencia,4071
4072,Pedro Moncayo,En vigencia,4072
4073,Pedro Moncayo,En vigencia,4073
4074,Cayambe,En vigencia,4074
4075,Distrito Metropolitano de Quito,En vigencia,4075
4076,Distrito Metropolitano de Quito,En vigencia,4076
4077,Distrito Metropolitano de Quito,En vigencia,4077
4078,Distrito Metropolitano de Quito,En vigencia,4078
4079,Cayambe,En vigencia,4079
4080,Distrito Metropolitano de Quito,En vigencia,4080
4081,Distrito Metropolitano de Quito,En vigencia,4081
4082,Distrito Metropolitano de Quito,En vigencia,4082
4083,Distrito Metropolitano de Quito,En vigencia,4083
4084,Distrito Metropolitano de Quito,En vigencia,4084
4085,San Miguel de los Bancos,En vigencia,4085
4086,Pedro Moncayo,No existe,4086
4087,San Miguel de los Bancos,En vigencia,4087
4088,Distrito Metropolitano de Quito,No existe,4088
4089,Distrito Metropolitano de Quito,En vigencia,4089
4090,Mejia,En vigencia,4090
4091,San Miguel de los Bancos,En vigencia,4091
4092,Puerto Quito,En vigencia,4092
4093,Distrito Metropolitano de Quito,En vigencia,4093
4094,Cayambe,En vigencia,4094
4095,Cayambe,En vigencia,4095
4096,Distrito Metropolitano de Quito,En vigencia,4096
4097,San Miguel de los Bancos,En vigencia,4097
4098,Distrito Metropolitano de Quito,En vigencia,4098
4099,Pedro Vicente Maldonado,En vigencia,4099
4100,San Miguel de los Bancos,En vigencia,4100
4101,Pedro Vicente Maldonado,En vigencia,4101
4102,Mejia,En vigencia,4102
4103,Distrito Metropolitano de Quito,En vigencia,4103
4104,Puerto Quito,En vigencia,4104
4105,Distrito Metropolitano de Quito,En vigencia,4105
4106,Distrito Metropolitano de Quito,En vigencia,4106
4107,Puerto Quito,En vigencia,4107
4108,Puerto Quito,En vigencia,4108
4109,Distrito Metropolitano de Quito,En vigencia,4109
4110,Distrito Metropolitano de Quito,En vigencia,4110
4111,Distrito Metropolitano de Quito,En vigencia,4111
4112,Mejia,En vigencia,4112
4113,Distrito Metropolitano de Quito,En vigencia,4113
4114,San Miguel de los Bancos,En vigencia,4114
4115,Distrito Metropolitano de Quito,En vigencia,4115
4116,Distrito Metropolitano de Quito,En vigencia,4116
4117,Mejia,No existe,4117
4118,Distrito Metropolitano de Quito,En vigencia,4118
4119,Distrito Metropolitano de Quito,En vigencia,4119
4120,Pedro Vicente Maldonado,En vigencia,4120
4121,Distrito Metropolitano de Quito,En vigencia,4121
4122,Cayambe,En vigencia,4122
4123,Mejia,En vigencia,4123
4124,Distrito Metropolitano de Quito,En vigencia,4124
4125,Mejia,En vigencia,4125
4126,Distrito Metropolitano de Quito,En vigencia,4126
4127,Distrito Metropolitano de Quito,En vigencia,4127
4128,Distrito Metropolitano de Quito,En vigencia,4128
4129,Distrito Metropolitano de Quito,En vigencia,4129
4130,Distrito Metropolitano de Quito,En vigencia,4130
4131,Cayambe,En vigencia,4131
4132,Distrito Metropolitano de Quito,En vigencia,4132
4133,Cayambe,No existe,4133
4134,Distrito Metropolitano de Quito,En vigencia,4134
4135,Pedro Vicente Maldonado,En vigencia,4135
4136,Distrito Metropolitano de Quito,En vigencia,4136
4137,Pedro Moncayo,En vigencia,4137
4138,Rumiñahui,En vigencia,4138
4139,Puerto Quito,En vigencia,4139
4140,San Miguel de los Bancos,En vigencia,4140
4141,Distrito Metropolitano de Quito,En vigencia,4141
4142,Distrito Metropolitano de Quito,En vigencia,4142
4143,Mejia,En vigencia,4143
4144,Distrito Metropolitano de Quito,En vigencia,4144
4145,Cayambe,En vigencia,4145
4146,Distrito Metropolitano de Quito,En vigencia,4146
4147,Puerto Quito,En vigencia,4147
4148,Distrito Metropolitano de Quito,En vigencia,4148
4149,Pedro Moncayo,En vigencia,4149
4150,Rumiñahui,En vigencia,4150
4151,Distrito Metropolitano de Quito,En vigencia,4151
4152,Pedro Moncayo,En vigencia,4152
4153,Distrito Metropolitano de Quito,En vigencia,4153
4154,Distrito Metropolitano de Quito,En vigencia,4154
4155,Distrito Metropolitano de Quito,En vigencia,4155
4156,Distrito Metropolitano de Quito,En vigencia,4156
4157,Distrito Metropolitano de Quito,En vigencia,4157
4158,Distrito Metropolitano de Quito,En vigencia,4158
4159,Distrito Metropolitano de Quito,En vigencia,4159
4160,Distrito Metropolitano de Quito,En vigencia,4160
4161,Cayambe,En vigencia,4161
4162,Distrito Metropolitano de Quito,En vigencia,4162
4163,Mejia,En vigencia,4163
4164,Distrito Metropolitano de Quito,En vigencia,4164
4165,Pedro Moncayo,En vigencia,4165
4166,Distrito Metropolitano de Quito,En vigencia,4166
4167,Mejia,En vigencia,4167
4168,Distrito Metropolitano de Quito,En vigencia,4168
4169,Distrito Metropolitano de Quito,En vigencia,4169
4170,Distrito Metropolitano de Quito,En vigencia,4170
4171,San Miguel de los Bancos,En vigencia,4171
4172,Distrito Metropolitano de Quito,En vigencia,4172
4173,Distrito Metropolitano de Quito,En vigencia,4173
4174,Rumiñahui,En vigencia,4174
4175,Pedro Moncayo,En vigencia,4175
4176,Distrito Metropolitano de Quito,En vigencia,4176
4177,San Miguel de los Bancos,En vigencia,4177
4178,Distrito Metropolitano de Quito,En vigencia,4178
4179,Distrito Metropolitano de Quito,En vigencia,4179
4180,Distrito Metropolitano de Quito,En vigencia,4180
4181,Distrito Metropolitano de Quito,No existe,4181
4182,Pedro Vicente Maldonado,En vigencia,4182
4183,Distrito Metropolitano de Quito,En vigencia,4183
4184,Puerto Quito,En vigencia,4184
4185,Distrito Metropolitano de Quito,En vigencia,4185
4186,Distrito Metropolitano de Quito,En vigencia,4186
4187,Distrito Metropolitano de Quito,En vigencia,4187
4188,Distrito Metropolitano de Quito,En vigencia,4188
4189,Distrito Metropolitano de Quito,En vigencia,4189
4190,Puerto Quito,En vigencia,4190
4191,Distrito Metropolitano de Quito,En vigencia,4191
4192,Pedro Vicente Maldonado,En vigencia,4192
4193,Distrito Metropolitano de Quito,En vigencia,4193
4194,San Miguel de los Bancos,En vigencia,4194
4195,Distrito Metropolitano de Quito,En vigencia,4195
4196,Distrito Metropolitano de Quito,En vigencia,4196
4197,Distrito Metropolitano de Quito,En vigencia,4197
4198,Distrito Metropolitano de Quito,En vigencia,4198
4199,Distrito Metropolitano de Quito,En vigencia,4199
4200,Distrito Metropolitano de Quito,En vigencia,4200
4201,Rumiñahui,En vigencia,4201
4202,Distrito Metropolitano de Quito,En vigencia,4202
4203,Mejia,En vigencia,4203
4204,Distrito Metropolitano de Quito,En vigencia,4204
4205,Distrito Metropolitano de Quito,En vigencia,4205
4206,Cayambe,En vigencia,4206
4207,Rumiñahui,No existe,4207
4208,Distrito Metropolitano de Quito,En vigencia,4208
4209,Pedro Vicente Maldonado,En vigencia,4209
4210,Distrito Metropolitano de Quito,No existe,4210
4211,Distrito Metropolitano de Quito,En vigencia,4211
4212,Mejia,En vigencia,4212
4213,Cayambe,En vigencia,4213
4214,Puerto Quito,En vigencia,4214
4215,Distrito Metropolitano de Quito,En vigencia,4215
4216,Distrito Metropolitano de Quito,En vigencia,4216
4217,Distrito Metropolitano de Quito,En vigencia,4217
4218,Distrito Metropolitano de Quito,En vigencia,4218
4219,San Miguel de los Bancos,En vigencia,4219
4220,Distrito Metropolitano de Quito,En vigencia,4220
4221,Distrito Metropolitano de Quito,En vigencia,4221
4222,Distrito Metropolitano de Quito,En vigencia,4222
4223,Distrito Metropolitano de Quito,En vigencia,4223
4224,Puerto Quito,En vigencia,4224
4225,Distrito Metropolitano de Quito,En vigencia,4225
4226,Distrito Metropolitano de Quito,En vigencia,4226
4227,Distrito Metropolitano de Quito,En vigencia,4227
4228,Puerto Quito,En vigencia,4228
4229,Distrito Metropolitano de Quito,En vigencia,4229
4230,Distrito Metropolitano de Quito,En vigencia,4230
4231,Cayambe,No existe,4231
4232,Distrito Metropolitano de Quito,En vigencia,4232
4233,Distrito Metropolitano de Quito,En vigencia,4233
4234,Distrito Metropolitano de Quito,En vigencia,4234
4235,Rumiñahui,En vigencia,4235
4236,Distrito Metropolitano de Quito,En vigencia,4236
4237,Distrito Metropolitano de Quito,En vigencia,4237
4238,Distrito Metropolitano de Quito,En vigencia,4238
4239,Rumiñahui,En vigencia,4239
4240,Distrito Metropolitano de Quito,En vigencia,4240
4241,Distrito Metropolitano de Quito,En vigencia,4241
4242,Distrito Metropolitano de Quito,En vigencia,4242
4243,Distrito Metropolitano de Quito,En vigencia,4243
4244,Distrito Metropolitano de Quito,En vigencia,4244
4245,Rumiñahui,En vigencia,4245
4246,Distrito Metropolitano de Quito,En vigencia,4246
4247,Distrito Metropolitano de Quito,En vigencia,4247
4248,Distrito Metropolitano de Quito,En vigencia,4248
4249,Distrito Metropolitano de Quito,En vigencia,4249
4250,Mejia,En vigencia,4250
4251,Mejia,En vigencia,4251
4252,Distrito Metropolitano de Quito,En vigencia,4252
4253,Distrito Metropolitano de Quito,En vigencia,4253
4254,Mejia,En vigencia,4254
4255,Distrito Metropolitano de Quito,En vigencia,4255
4256,Distrito Metropolitano de Quito,En vigencia,4256
4257,Distrito Metropolitano de Quito,En vigencia,4257
4258,Distrito Metropolitano de Quito,En vigencia,4258
4259,Distrito Metropolitano de Quito,En vigencia,4259
4260,Puerto Quito,En vigencia,4260
4261,Distrito Metropolitano de Quito,En vigencia,4261
4262,Distrito Metropolitano de Quito,En vigencia,4262
4263,Distrito Metropolitano de Quito,En vigencia,4263
4264,Distrito Metropolitano de Quito,En vigencia,4264
4265,Distrito Metropolitano de Quito,En vigencia,4265
4266,Distrito Metropolitano de Quito,En vigencia,4266
4267,Distrito Metropolitano de Quito,En vigencia,4267
4268,Cayambe,En vigencia,4268
4269,Distrito Metropolitano de Quito,No existe,4269
4270,Rumiñahui,En vigencia,4270
4271,Distrito Metropolitano de Quito,En vigencia,4271
4272,Distrito Metropolitano de Quito,En vigencia,4272
4273,Pedro Moncayo,En vigencia,4273
4274,Distrito Metropolitano de Quito,En vigencia,4274
4275,Distrito Metropolitano de Quito,En vigencia,4275
4276,Distrito Metropolitano de Quito,En vigencia,4276
4277,Mejia,En vigencia,4277
4278,Puerto Quito,En vigencia,4278
4279,Rumiñahui,En vigencia,4279
4280,Distrito Metropolitano de Quito,En vigencia,4280
4281,Pedro Moncayo,En vigencia,4281
4282,San Miguel de los Bancos,En vigencia,4282
4283,Puerto Quito,En vigencia,4283
4284,Pedro Vicente Maldonado,En vigencia,4284
4285,Puerto Quito,En vigencia,4285
4286,Distrito Metropolitano de Quito,En vigencia,4286
4287,Distrito Metropolitano de Quito,En vigencia,4287
4288,San Miguel de los Bancos,En vigencia,4288
4289,Mejia,En vigencia,4289
4290,San Miguel de los Bancos,En vigencia,4290
4291,Distrito Metropolitano de Quito,En vigencia,4291
4292,Mejia,En vigencia,4292
4293,Distrito Metropolitano de Quito,En vigencia,4293
4294,Rumiñahui,En vigencia,4294
4295,Cayambe,En vigencia,4295
4296,Distrito Metropolitano de Quito,En vigencia,4296
4297,Cayambe,En vigencia,4297
4298,Cayambe,En vigencia,4298
4299,Distrito Metropolitano de Quito,En vigencia,4299
4300,Distrito Metropolitano de Quito,En vigencia,4300
4301,Distrito Metropolitano de Quito,En vigencia,4301
